date,or_week,cn_share,us_share,spi,total_tokens
2026-08-18,2026-08-17,0.5563,0.3497,1.591,22218391770332
2026-08-18,2026-08-17,0.5548,0.3511,1.58,22935275406071
2026-08-18,2026-08-17,0.555,0.351,1.581,22859315076094
2026-08-18,2026-08-17,0.5536,0.3521,1.572,23535341838245
2026-08-18,2026-08-17,0.5536,0.3521,1.572,23535341838245
2026-08-18,2026-08-17,0.5525,0.3529,1.566,24128566212850
2026-08-18,2026-08-17,0.5521,0.3531,1.564,24317396702955
2026-08-18,2026-08-17,0.5521,0.3531,1.564,24317396702955
2026-08-18,2026-08-17,0.5512,0.3536,1.559,24866260010876
2026-08-18,2026-08-17,0.5507,0.3537,1.557,25105065111235
2026-08-18,2026-08-17,0.5504,0.3537,1.556,25402773143397
2026-08-18,2026-08-17,0.5503,0.3537,1.556,25449529195075
2026-08-19,2026-08-17,0.5492,0.3533,1.554,26797712816594
2026-08-19,2026-08-17,0.5495,0.3531,1.556,27106066086300
2026-08-19,2026-08-17,0.5499,0.3529,1.558,27840813093123
2026-08-19,2026-08-17,0.5496,0.3532,1.556,28535385964321
2026-08-19,2026-08-17,0.5496,0.3531,1.556,29121833534864
2026-08-19,2026-08-17,0.5501,0.3525,1.56,29664352360546
2026-08-19,2026-08-17,0.5507,0.352,1.565,30275255948850
2026-08-19,2026-08-17,0.5509,0.3517,1.566,30616727870910
2026-08-19,2026-08-17,0.5509,0.3517,1.567,30836266108579
2026-08-19,2026-08-17,0.5506,0.3519,1.565,31523220370294
2026-08-19,2026-08-17,0.5502,0.3521,1.562,32061996027852
2026-08-19,2026-08-17,0.5497,0.3525,1.559,32718309476454
2026-08-19,2026-08-17,0.5497,0.3526,1.559,32891397183019
2026-08-19,2026-08-17,0.5492,0.353,1.556,33979477322255
2026-08-19,2026-08-17,0.5489,0.3533,1.554,34512444321227
2026-08-19,2026-08-17,0.5489,0.3533,1.554,34512444321227
2026-08-19,2026-08-17,0.5487,0.3535,1.552,34835881556505
2026-08-19,2026-08-17,0.5481,0.354,1.549,35623112005559
2026-08-19,2026-08-17,0.5481,0.354,1.549,35623112005559
2026-08-19,2026-08-17,0.5477,0.3543,1.546,36243245422159
2026-08-19,2026-08-17,0.5477,0.3543,1.546,36243245422159
2026-08-19,2026-08-17,0.5469,0.3548,1.541,36896617323455
2026-08-19,2026-08-17,0.5469,0.3548,1.541,36896617323455
2026-08-19,2026-08-17,0.5459,0.3556,1.535,37507502095945
2026-08-19,2026-08-17,0.5452,0.3561,1.531,37870811563290
2026-08-20,2026-08-17,0.5447,0.3562,1.529,38885509971275
2026-08-20,2026-08-17,0.5449,0.3561,1.53,39020425099836
2026-08-20,2026-08-17,0.546,0.3546,1.54,40248679306724
2026-08-20,2026-08-17,0.5463,0.3543,1.542,40644029269353
2026-08-20,2026-08-17,0.5466,0.354,1.544,41042959900246
2026-08-20,2026-08-17,0.5474,0.3534,1.549,41805702295255
2026-08-20,2026-08-17,0.5474,0.3534,1.549,41817967642272
2026-08-20,2026-08-17,0.5478,0.3531,1.552,42458373042851
2026-08-20,2026-08-17,0.548,0.353,1.553,43272775517364
2026-08-20,2026-08-17,0.5481,0.3529,1.553,43812584003515
2026-08-20,2026-08-17,0.548,0.353,1.552,44308584659357
2026-08-20,2026-08-17,0.5479,0.3532,1.551,44875569101845
2026-08-20,2026-08-17,0.5478,0.3534,1.55,45298538599471
2026-08-20,2026-08-17,0.5477,0.3534,1.55,45517684813423
2026-08-20,2026-08-17,0.5478,0.3534,1.55,46681516184057
2026-08-20,2026-08-17,0.5478,0.3534,1.55,46681516184057
2026-08-20,2026-08-17,0.5478,0.3534,1.55,47277650234499
2026-08-20,2026-08-17,0.5475,0.3535,1.549,48031958838406
2026-08-20,2026-08-17,0.5472,0.3534,1.548,48593135125886
2026-08-20,2026-08-17,0.5468,0.3536,1.547,49159847043694
2026-08-20,2026-08-17,0.5465,0.3537,1.545,49645894501176
2026-08-20,2026-08-17,0.5463,0.3537,1.545,49853963863670
2026-08-21,2026-08-17,0.5458,0.3535,1.544,51053396501078
2026-08-21,2026-08-17,0.5463,0.3526,1.549,51779234677576
2026-08-21,2026-08-17,0.5466,0.3519,1.553,52426420261336
2026-08-21,2026-08-17,0.5465,0.3513,1.556,53035875582009
2026-08-21,2026-08-17,0.5465,0.3509,1.557,53397872186930
2026-08-21,2026-08-17,0.5466,0.3498,1.562,54125370302576
2026-08-21,2026-08-17,0.5466,0.3494,1.564,54456562994238
2026-08-21,2026-08-17,0.5464,0.3483,1.569,55164207844313
2026-08-21,2026-08-17,0.5462,0.3474,1.572,55802225423574
2026-08-21,2026-08-17,0.5456,0.3465,1.575,56524768637560
2026-08-21,2026-08-17,0.5446,0.3457,1.575,57259618916526
2026-08-21,2026-08-17,0.5438,0.3449,1.577,57990570831064
2026-08-21,2026-08-17,0.5434,0.3445,1.577,58357592212458
2026-08-21,2026-08-17,0.5426,0.3437,1.579,59035450424139
2026-08-21,2026-08-17,0.5419,0.343,1.58,59574092923032
2026-08-21,2026-08-17,0.5411,0.3422,1.581,60153583082291
2026-08-21,2026-08-17,0.5399,0.3405,1.585,61191053960831
2026-08-21,2026-08-17,0.5399,0.3405,1.585,61196004128494
2026-08-21,2026-08-17,0.5388,0.3395,1.587,61892975415793
2026-08-21,2026-08-17,0.5387,0.3394,1.587,61977814873768
2026-08-21,2026-08-17,0.5387,0.3394,1.587,61977814873768
2026-08-21,2026-08-17,0.5133,0.3385,1.516,62638794080627
2026-08-21,2026-08-17,0.5133,0.3385,1.516,62638794080627
2026-08-21,2026-08-17,0.5121,0.3375,1.517,63304340889128
2026-08-21,2026-08-17,0.511,0.3369,1.517,63827979711353
2026-08-22,2026-08-17,0.5093,0.3359,1.516,64660340970991
2026-08-22,2026-08-17,0.5077,0.3343,1.519,65540496019179
2026-08-22,2026-08-17,0.5068,0.3334,1.52,66095396029834
2026-08-22,2026-08-17,0.5048,0.3319,1.521,67079690978718
2026-08-22,2026-08-17,0.5035,0.3308,1.522,67781615944598
2026-08-22,2026-08-17,0.5035,0.3308,1.522,67781615944598
2026-08-22,2026-08-17,0.5022,0.3297,1.523,68442721376806
2026-08-22,2026-08-17,0.501,0.3282,1.526,69241103184720
2026-08-22,2026-08-17,0.5001,0.3272,1.528,69881405447424
2026-08-22,2026-08-17,0.5001,0.3272,1.528,69881405447424
2026-08-22,2026-08-17,0.4986,0.3256,1.531,70892396370616
2026-08-22,2026-08-17,0.4978,0.3249,1.532,71354561467741
2026-08-22,2026-08-17,0.4967,0.3239,1.534,72045818249027
2026-08-22,2026-08-17,0.4958,0.3229,1.536,72670173432436
2026-08-22,2026-08-17,0.4951,0.3221,1.537,73181818582635
2026-08-22,2026-08-17,0.4945,0.3215,1.538,73577616874214
2026-08-22,2026-08-17,0.4934,0.3204,1.54,74270378035483
2026-08-22,2026-08-17,0.4916,0.319,1.541,75162316031628
2026-08-22,2026-08-17,0.4901,0.3179,1.542,75944248797256
2026-08-22,2026-08-17,0.4889,0.3172,1.541,76481995995950
2026-08-22,2026-08-17,0.4872,0.3163,1.54,77261643632558
2026-08-22,2026-08-17,0.4857,0.3156,1.539,77901868178736
2026-08-23,2026-08-17,0.4837,0.3144,1.538,78866893445753
2026-08-23,2026-08-17,0.4822,0.3134,1.539,79652989539532
2026-08-23,2026-08-17,0.4804,0.3119,1.54,80802021608191
2026-08-23,2026-08-17,0.4803,0.3119,1.54,80853661364606
2026-08-23,2026-08-17,0.4791,0.3112,1.54,81624435184227
2026-08-23,2026-08-17,0.4784,0.3105,1.541,82194125347040
2026-08-23,2026-08-17,0.4777,0.31,1.541,82639391008346
2026-08-23,2026-08-17,0.4764,0.3089,1.542,83653303665100
2026-08-23,2026-08-17,0.4757,0.3084,1.543,84090757586804
2026-08-23,2026-08-17,0.4757,0.3084,1.543,84090757586804
2026-08-23,2026-08-17,0.4734,0.3068,1.543,85744190262102
2026-08-23,2026-08-17,0.4736,0.307,1.543,85555437565052
2026-08-23,2026-08-17,0.4725,0.3061,1.543,86585599707904
2026-08-23,2026-08-17,0.4716,0.3053,1.545,87481593454446
2026-08-23,2026-08-17,0.4708,0.3045,1.546,88231962721212
2026-08-23,2026-08-17,0.47,0.3038,1.547,88921905434465
2026-08-23,2026-08-17,0.4691,0.3031,1.547,89681815461887
2026-08-23,2026-08-17,0.4691,0.3031,1.547,89657199360698
2026-08-23,2026-08-17,0.4681,0.3025,1.548,90430412280525
2026-08-23,2026-08-17,0.467,0.3017,1.548,91362810722357
2026-08-23,2026-08-17,0.4661,0.3013,1.547,92082205411336
2026-08-23,2026-08-17,0.4652,0.301,1.546,92704773219425
2026-08-24,2026-08-24,0.3665,0.2302,1.592,1104498252839
2026-08-24,2026-08-24,0.3734,0.2207,1.692,1822757166728
2026-08-24,2026-08-24,0.375,0.2184,1.717,2589650515807
2026-08-24,2026-08-24,0.367,0.2212,1.659,3562067851722
2026-08-24,2026-08-24,0.3685,0.2207,1.67,4772296288486
2026-08-24,2026-08-24,0.3741,0.2221,1.684,6022709223242
2026-08-24,2026-08-24,0.3743,0.2221,1.685,6110878894779
2026-08-24,2026-08-24,0.3748,0.2257,1.66,7518265391536
2026-08-24,2026-08-24,0.3748,0.2257,1.66,7518265391536
2026-08-24,2026-08-24,0.3707,0.2302,1.61,9251996145802
2026-08-24,2026-08-24,0.3694,0.2312,1.598,10127078616025
2026-08-24,2026-08-24,0.3694,0.2312,1.598,10127078616025
2026-08-24,2026-08-24,0.3677,0.2325,1.582,11512250995007
2026-08-24,2026-08-24,0.3666,0.2321,1.579,12569920203991
2026-08-24,2026-08-24,0.3658,0.2325,1.573,13298672415687
2026-08-24,2026-08-24,0.3639,0.2337,1.557,14213863681451
2026-08-24,2026-08-24,0.3621,0.2346,1.543,14962712647182
2026-08-24,2026-08-24,0.3622,0.2346,1.544,14914542244729
2026-08-24,2026-08-24,0.3578,0.2372,1.509,16586072676585
2026-08-24,2026-08-24,0.356,0.2393,1.488,17359501246181
2026-08-24,2026-08-24,0.3558,0.2394,1.486,17442730202112
2026-08-25,2026-08-24,0.3523,0.2414,1.46,18914725468583
2026-08-25,2026-08-24,0.3521,0.2416,1.457,19810691995878
2026-08-25,2026-08-24,0.3518,0.2417,1.456,21421923190009
2026-08-25,2026-08-24,0.3502,0.2432,1.44,22113999278947
2026-08-25,2026-08-24,0.3488,0.2442,1.428,23052839998834
2026-08-25,2026-08-24,0.3483,0.245,1.422,24189978253783
2026-08-25,2026-08-24,0.3486,0.2453,1.421,24790147687436
2026-08-25,2026-08-24,0.3494,0.2452,1.425,25670213898746
2026-08-25,2026-08-24,0.3494,0.2452,1.425,25670213898746
2026-08-25,2026-08-24,0.3494,0.2455,1.423,26601080923037
2026-08-25,2026-08-24,0.3488,0.2462,1.417,28496821131915
2026-08-25,2026-08-24,0.3488,0.2461,1.417,28421148066502
2026-08-25,2026-08-24,0.3486,0.2466,1.414,29436636804437
2026-08-25,2026-08-24,0.3492,0.2478,1.409,30483415429614
2026-08-25,2026-08-24,0.3501,0.2494,1.404,31591809788518
2026-08-25,2026-08-24,0.3501,0.2494,1.404,31627143761699
2026-08-25,2026-08-24,0.3494,0.2516,1.388,33303572497437
2026-08-25,2026-08-24,0.3493,0.2518,1.388,33410746110789
2026-08-25,2026-08-24,0.3487,0.2527,1.38,34230533526268
2026-08-25,2026-08-24,0.3483,0.2533,1.375,35043170219889
2026-08-25,2026-08-24,0.3479,0.2538,1.371,36147385226044
2026-08-25,2026-08-24,0.3478,0.2537,1.371,36567722023436
2026-08-26,2026-08-24,0.3475,0.2536,1.37,38073202562046
2026-08-26,2026-08-24,0.3477,0.2529,1.375,39113155493850
2026-08-26,2026-08-24,0.3478,0.2526,1.377,39880091691199
2026-08-26,2026-08-24,0.347,0.2521,1.376,41256364331845
2026-08-26,2026-08-24,0.3467,0.252,1.376,41762077109396
2026-08-26,2026-08-24,0.3465,0.2515,1.377,42549279806482
2026-08-26,2026-08-24,0.3462,0.2506,1.381,43978998140176
2026-08-26,2026-08-24,0.346,0.2504,1.382,44522417280797
2026-08-26,2026-08-24,0.3455,0.2502,1.381,45562078767367
2026-08-26,2026-08-24,0.3452,0.2503,1.379,46106372553815
2026-08-26,2026-08-24,0.3447,0.2504,1.377,47572012585022
2026-08-26,2026-08-24,0.3446,0.2504,1.376,47993310698714
2026-08-26,2026-08-24,0.3474,0.2511,1.384,49091070808992
2026-08-26,2026-08-24,0.3504,0.252,1.39,49771508092726
